Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
1,51,2010-02-12,28.11,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,52,2010-02-12,2728.58,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,54,2010-02-12,383.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,55,2010-02-12,18892.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,56,2010-02-12,2849.12,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,58,2010-02-12,4505.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,59,2010-02-12,1447.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,60,2010-02-12,1003.2,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,67,2010-02-12,17614.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,71,2010-02-12,4752.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,72,2010-02-12,79636.32,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,74,2010-02-12,11857.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,79,2010-02-12,36080.86,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,80,2010-02-12,16720.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,81,2010-02-12,30694.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,82,2010-02-12,20949.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,83,2010-02-12,7521.08,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,85,2010-02-12,4994.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,87,2010-02-12,39254.57,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,90,2010-02-12,79455.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,91,2010-02-12,66937.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,92,2010-02-12,143081.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,93,2010-02-12,70202.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,94,2010-02-12,62329.48,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,95,2010-02-12,111390.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,97,2010-02-12,33874.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,98,2010-02-12,16309.73,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,1,2010-02-12,46039.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,2,2010-02-12,44682.74,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,3,2010-02-12,10887.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,4,2010-02-12,35351.21,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,5,2010-02-12,29620.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,6,2010-02-12,9135.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,7,2010-02-12,18310.31,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,8,2010-02-12,37334.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,9,2010-02-12,16562.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,10,2010-02-12,31494.77,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,11,2010-02-12,21760.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,12,2010-02-12,8654.07,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,13,2010-02-12,36476.4,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,14,2010-02-12,18129.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,16,2010-02-12,11873.89,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,17,2010-02-12,13403.66,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,18,2010-02-12,19006.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,19,2010-02-12,1490.79,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,20,2010-02-12,3697.7,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,21,2010-02-12,8735.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,22,2010-02-12,14807.95,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,23,2010-02-12,22812.41,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,24,2010-02-12,8050.24,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,25,2010-02-12,13268.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,26,2010-02-12,10050.92,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,27,2010-02-12,2339.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,28,2010-02-12,1008.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,29,2010-02-12,7696.61,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,30,2010-02-12,5328.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,31,2010-02-12,3228.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,32,2010-02-12,14700.59,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,33,2010-02-12,8483.54,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,34,2010-02-12,12852.83,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,35,2010-02-12,2420.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,36,2010-02-12,432.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,37,2010-02-12,3450.68,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,38,2010-02-12,94136.35,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,40,2010-02-12,60828.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,41,2010-02-12,924.53,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,42,2010-02-12,7284.34,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,44,2010-02-12,4463.33,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,45,2010-02-12,34.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,46,2010-02-12,18826.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,48,2010-02-12,247.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,49,2010-02-12,16139.05,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,51,2010-02-12,28.11,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,52,2010-02-12,2728.58,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,54,2010-02-12,383.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,55,2010-02-12,18892.81,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,56,2010-02-12,2849.12,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,58,2010-02-12,4505.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,59,2010-02-12,1447.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,60,2010-02-12,1003.2,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,67,2010-02-12,17614.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,71,2010-02-12,4752.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,72,2010-02-12,79636.32,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,74,2010-02-12,11857.96,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,79,2010-02-12,36080.86,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,80,2010-02-12,16720.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,81,2010-02-12,30694.25,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,82,2010-02-12,20949.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,83,2010-02-12,7521.08,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,85,2010-02-12,4994.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,87,2010-02-12,39254.57,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,90,2010-02-12,79455.64,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,91,2010-02-12,66937.0,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,92,2010-02-12,143081.42,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,93,2010-02-12,70202.02,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,94,2010-02-12,62329.48,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,95,2010-02-12,111390.36,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,97,2010-02-12,33874.47,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,98,2010-02-12,16309.73,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,1,2010-09-10,18194.74,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,2,2010-09-10,45182.5,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,3,2010-09-10,12134.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,4,2010-09-10,36603.78,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,5,2010-09-10,17776.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,6,2010-09-10,4432.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,7,2010-09-10,20824.49,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,8,2010-09-10,32737.89,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,9,2010-09-10,40143.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,10,2010-09-10,32256.12,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,11,2010-09-10,16107.93,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,12,2010-09-10,10724.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,13,2010-09-10,39525.93,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,14,2010-09-10,12884.22,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,16,2010-09-10,22643.73,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,17,2010-09-10,9408.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,18,2010-09-10,246.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,19,2010-09-10,1772.53,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,20,2010-09-10,2715.5,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,21,2010-09-10,7966.59,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,22,2010-09-10,8800.21,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,23,2010-09-10,16086.08,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,24,2010-09-10,4214.57,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,25,2010-09-10,8239.24,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,26,2010-09-10,6160.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,27,2010-09-10,832.26,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,28,2010-09-10,478.76,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,29,2010-09-10,3701.66,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,30,2010-09-10,3342.76,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,31,2010-09-10,2639.96,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,32,2010-09-10,6320.36,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,33,2010-09-10,3928.25,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,34,2010-09-10,9250.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,35,2010-09-10,1751.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,36,2010-09-10,357.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,37,2010-09-10,2939.98,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,38,2010-09-10,78481.32,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,40,2010-09-10,59179.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,41,2010-09-10,2997.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,42,2010-09-10,7408.52,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,44,2010-09-10,5082.72,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,45,2010-09-10,11.47,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,46,2010-09-10,18400.52,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,48,2010-09-10,434.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,49,2010-09-10,10138.47,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,52,2010-09-10,3551.68,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,54,2010-09-10,177.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,55,2010-09-10,9199.14,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,56,2010-09-10,1658.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,58,2010-09-10,3894.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,59,2010-09-10,535.1,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,60,2010-09-10,976.8,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,67,2010-09-10,6400.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,71,2010-09-10,3543.26,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,72,2010-09-10,44555.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,74,2010-09-10,11146.79,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,79,2010-09-10,34512.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,80,2010-09-10,16198.34,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,81,2010-09-10,30035.78,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,82,2010-09-10,17349.06,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,83,2010-09-10,5434.06,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,85,2010-09-10,4081.38,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,87,2010-09-10,39921.6,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,90,2010-09-10,78235.77,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,91,2010-09-10,68960.79,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,92,2010-09-10,134373.61,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,93,2010-09-10,74834.54,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,94,2010-09-10,64872.11,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,95,2010-09-10,125027.49,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,96,2010-09-10,32404.72,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,97,2010-09-10,38996.39,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,98,2010-09-10,11125.38,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,1,2010-09-10,18194.74,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,2,2010-09-10,45182.5,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,3,2010-09-10,12134.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,4,2010-09-10,36603.78,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,5,2010-09-10,17776.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,6,2010-09-10,4432.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,7,2010-09-10,20824.49,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,8,2010-09-10,32737.89,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,9,2010-09-10,40143.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,10,2010-09-10,32256.12,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,11,2010-09-10,16107.93,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,12,2010-09-10,10724.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,13,2010-09-10,39525.93,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,14,2010-09-10,12884.22,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,16,2010-09-10,22643.73,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,17,2010-09-10,9408.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,18,2010-09-10,246.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,19,2010-09-10,1772.53,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,20,2010-09-10,2715.5,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,21,2010-09-10,7966.59,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,22,2010-09-10,8800.21,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,23,2010-09-10,16086.08,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,24,2010-09-10,4214.57,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,25,2010-09-10,8239.24,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,26,2010-09-10,6160.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,27,2010-09-10,832.26,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,28,2010-09-10,478.76,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,29,2010-09-10,3701.66,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,30,2010-09-10,3342.76,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,31,2010-09-10,2639.96,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,32,2010-09-10,6320.36,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,33,2010-09-10,3928.25,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,34,2010-09-10,9250.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,35,2010-09-10,1751.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,36,2010-09-10,357.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,37,2010-09-10,2939.98,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,38,2010-09-10,78481.32,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,40,2010-09-10,59179.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,41,2010-09-10,2997.87,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,42,2010-09-10,7408.52,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,44,2010-09-10,5082.72,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,45,2010-09-10,11.47,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,46,2010-09-10,18400.52,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,48,2010-09-10,434.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,49,2010-09-10,10138.47,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,52,2010-09-10,3551.68,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,54,2010-09-10,177.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,55,2010-09-10,9199.14,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,56,2010-09-10,1658.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,58,2010-09-10,3894.0,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,59,2010-09-10,535.1,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,60,2010-09-10,976.8,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,67,2010-09-10,6400.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,71,2010-09-10,3543.26,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,72,2010-09-10,44555.16,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,74,2010-09-10,11146.79,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,79,2010-09-10,34512.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,80,2010-09-10,16198.34,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,81,2010-09-10,30035.78,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,82,2010-09-10,17349.06,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
1,83,2010-09-10,5434.06,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001
